"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 16 03:57:23 GMT 2022","Sun Jan 16 03:57:23 GMT 2022","1","","getEmailDate","","getEmailDate","return same date for different time","return same date for different time",""
"passed","Sun Jan 16 03:58:27 GMT 2022","Sun Jan 16 03:58:29 GMT 2022","1957","","com.example.server.repo.PostgresPostRepoTest","","com.example.server.repo.PostgresPostRepoTest","testGettingSent","Getting sent",""
"passed","Sun Jan 16 03:59:01 GMT 2022","Sun Jan 16 03:59:01 GMT 2022","417","","com.example.server.controller.AuthenticationControllerTest","","com.example.server.controller.AuthenticationControllerTest","testLogin","Signing in with correct and incorrect credentials",""
"passed","Sun Jan 16 03:59:02 GMT 2022","Sun Jan 16 03:59:02 GMT 2022","124","","com.example.server.service.DBPostServiceTest","","com.example.server.service.DBPostServiceTest","testSendingEmail","Correctly filling id and time and sending email",""
"passed","Sun Jan 16 03:57:24 GMT 2022","Sun Jan 16 03:57:24 GMT 2022","3","","Sidebar","","Sidebar","clicking write","clicking write",""
"passed","Sun Jan 16 03:57:24 GMT 2022","Sun Jan 16 03:57:24 GMT 2022","2","","EmailListItem","","EmailListItem","render simple email","render simple email",""
"passed","Sun Jan 16 03:58:47 GMT 2022","Sun Jan 16 03:58:49 GMT 2022","2019","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","testLoginAfterRegistration","Login after registration",""
"passed","Sun Jan 16 03:57:24 GMT 2022","Sun Jan 16 03:57:24 GMT 2022","4","","EmailEditor","","EmailEditor","display correct data","display correct data",""
"passed","Sun Jan 16 03:57:23 GMT 2022","Sun Jan 16 03:57:23 GMT 2022","5","","App","","App","opening editor","opening editor",""
"passed","Sun Jan 16 03:57:23 GMT 2022","Sun Jan 16 03:57:23 GMT 2022","0","","getEmailTime","","getEmailTime","return minutes with leading zeros","return minutes with leading zeros",""
"passed","Sun Jan 16 03:57:23 GMT 2022","Sun Jan 16 03:57:23 GMT 2022","7","","App","","App","updating mailboxes after write","updating mailboxes after write",""
"passed","Sun Jan 16 03:57:23 GMT 2022","Sun Jan 16 03:57:23 GMT 2022","4","","App","","App","selecting email","selecting email",""
"passed","Sun Jan 16 03:59:02 GMT 2022","Sun Jan 16 03:59:02 GMT 2022","5","","com.example.server.service.DBPostServiceTest","","com.example.server.service.DBPostServiceTest","testGettingInbox","Getting inbox",""
"passed","Sun Jan 16 03:57:23 GMT 2022","Sun Jan 16 03:57:23 GMT 2022","1","","LoginPage","","LoginPage","failed Sign in via form","failed Sign in via form",""
"passed","Sun Jan 16 03:57:23 GMT 2022","Sun Jan 16 03:57:23 GMT 2022","3","","LoginPage","","LoginPage","correct authentication via Sign up button","correct authentication via Sign up button",""
"passed","Sun Jan 16 03:58:57 GMT 2022","Sun Jan 16 03:58:57 GMT 2022","51","","com.example.server.repo.PostgresAuthenticationRepoTest","","com.example.server.repo.PostgresAuthenticationRepoTest","testLogin","Signing in with correct and incorrect credentials",""
"passed","Sun Jan 16 03:57:23 GMT 2022","Sun Jan 16 03:57:23 GMT 2022","1","","getEmailDate","","getEmailDate","return date with leafing zeros","return date with leafing zeros",""
"passed","Sun Jan 16 03:57:23 GMT 2022","Sun Jan 16 03:57:23 GMT 2022","0","","getEmailDate","","getEmailDate","return month with leading zeros","return month with leading zeros",""
"passed","Sun Jan 16 03:58:29 GMT 2022","Sun Jan 16 03:58:29 GMT 2022","99","","com.example.server.repo.PostgresPostRepoTest","","com.example.server.repo.PostgresPostRepoTest","testGettingInbox","Getting inbox",""
"passed","Sun Jan 16 03:58:53 GMT 2022","Sun Jan 16 03:58:55 GMT 2022","1890","","com.example.server.repo.PostgresPostRepoIntegrationTest","","com.example.server.repo.PostgresPostRepoIntegrationTest","testGettingMailboxes","Getting mailboxes","Getting inbox and sent mailboxes for 2 user, that sent each other emails"
"passed","Sun Jan 16 03:57:23 GMT 2022","Sun Jan 16 03:57:23 GMT 2022","20","","App","","App","initial render","initial render",""
"passed","Sun Jan 16 03:57:24 GMT 2022","Sun Jan 16 03:57:24 GMT 2022","4","","EmailEditor","","EmailEditor","correctly sending email","correctly sending email",""
"passed","Sun Jan 16 03:57:24 GMT 2022","Sun Jan 16 03:57:24 GMT 2022","1","","EmailEditor","","EmailEditor","handling null controller response","handling null controller response",""
"passed","Sun Jan 16 03:59:01 GMT 2022","Sun Jan 16 03:59:01 GMT 2022","23","","com.example.server.controller.AuthenticationControllerTest","","com.example.server.controller.AuthenticationControllerTest","testRegister","Signing up with same credentials twice",""
"passed","Sun Jan 16 03:57:24 GMT 2022","Sun Jan 16 03:57:24 GMT 2022","2","","EmailList","","EmailList","empty list","empty list",""
"passed","Sun Jan 16 03:57:24 GMT 2022","Sun Jan 16 03:57:24 GMT 2022","1","","EmailListItem","","EmailListItem","rendering selected email","rendering selected email",""
"passed","Sun Jan 16 03:58:29 GMT 2022","Sun Jan 16 03:58:45 GMT 2022","16181","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","testLoginWithWrongPassword","Login with wrong password",""
