"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 17 22:09:57 GMT 2022","Mon Jan 17 22:09:59 GMT 2022","2102","","com.example.server.repo.PostgresPostRepoIntegrationTest","","com.example.server.repo.PostgresPostRepoIntegrationTest","testSendingEmail","Sending single email","Sending single email and checking its presence in database"
"passed","Mon Jan 17 22:09:45 GMT 2022","Mon Jan 17 22:09:48 GMT 2022","2279","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","testRegistration","Registration new user",""
"passed","Mon Jan 17 22:08:08 GMT 2022","Mon Jan 17 22:08:08 GMT 2022","3","","LoginPage","","LoginPage","correct credentials display","correct credentials display",""
"passed","Mon Jan 17 22:14:07 GMT 2022","Mon Jan 17 22:14:07 GMT 2022","559","","e2e/authentication.spec.js","Registration","","","user can not sign up twice",""
"passed","Mon Jan 17 22:08:08 GMT 2022","Mon Jan 17 22:08:08 GMT 2022","3","","LoginPage","","LoginPage","correct authentication via Sign in button","correct authentication via Sign in button",""
"passed","Mon Jan 17 22:08:08 GMT 2022","Mon Jan 17 22:08:08 GMT 2022","4","","LoginPage","","LoginPage","failed Sign in via button","failed Sign in via button",""
"passed","Mon Jan 17 22:09:24 GMT 2022","Mon Jan 17 22:09:27 GMT 2022","2573","","com.example.server.repo.PostgresPostRepoTest","","com.example.server.repo.PostgresPostRepoTest","testGettingSent","Getting sent",""
"passed","Mon Jan 17 22:08:09 GMT 2022","Mon Jan 17 22:08:09 GMT 2022","2","","EmailList","","EmailList","selection","selection",""
"passed","Mon Jan 17 22:09:59 GMT 2022","Mon Jan 17 22:09:59 GMT 2022","25","","com.example.server.repo.PostgresAuthenticationRepoTest","","com.example.server.repo.PostgresAuthenticationRepoTest","testLogin","Signing in with correct and incorrect credentials",""
"passed","Mon Jan 17 22:08:08 GMT 2022","Mon Jan 17 22:08:08 GMT 2022","3","","LoginPage","","LoginPage","correct authentication via Sign up button","correct authentication via Sign up button",""
"passed","Mon Jan 17 22:08:09 GMT 2022","Mon Jan 17 22:08:09 GMT 2022","3","","EmailList","","EmailList","empty list","empty list",""
"passed","Mon Jan 17 22:08:08 GMT 2022","Mon Jan 17 22:08:08 GMT 2022","8","","App","","App","updating mailboxes after write","updating mailboxes after write",""
"passed","Mon Jan 17 22:08:08 GMT 2022","Mon Jan 17 22:08:08 GMT 2022","0","","getEmailTime","","getEmailTime","return minutes with leading zeros","return minutes with leading zeros",""
