"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 16 05:11:36 GMT 2022","Sun Jan 16 05:11:36 GMT 2022","4","","Main window","","Main window","successful login","successful login",""
"passed","Sun Jan 16 05:17:20 GMT 2022","Sun Jan 16 05:17:21 GMT 2022","639","","e2e/authentication.spec.js","Registration","","","registered user can sign in",""
"passed","Sun Jan 16 05:11:35 GMT 2022","Sun Jan 16 05:11:35 GMT 2022","1","","getEmailDate","","getEmailDate","return correct date from timestamp","return correct date from timestamp",""
"passed","Sun Jan 16 05:11:35 GMT 2022","Sun Jan 16 05:11:35 GMT 2022","2","","EmailEditor","","EmailEditor","handling null controller response","handling null controller response",""
"passed","Sun Jan 16 05:13:03 GMT 2022","Sun Jan 16 05:13:03 GMT 2022","18","","com.example.server.controller.AuthenticationControllerTest","","com.example.server.controller.AuthenticationControllerTest","testRegister","Signing up with same credentials twice",""
"passed","Sun Jan 16 05:17:21 GMT 2022","Sun Jan 16 05:17:21 GMT 2022","617","","e2e/authentication.spec.js","Registration","","","registered user uses wrong password",""
"passed","Sun Jan 16 05:11:35 GMT 2022","Sun Jan 16 05:11:35 GMT 2022","1","","LoginPage","","LoginPage","failed Sign in via form","failed Sign in via form",""
"passed","Sun Jan 16 05:11:35 GMT 2022","Sun Jan 16 05:11:35 GMT 2022","4","","App","","App","selecting sent mailbox","selecting sent mailbox",""
"passed","Sun Jan 16 05:11:35 GMT 2022","Sun Jan 16 05:11:35 GMT 2022","4","","LoginPage","","LoginPage","failed Sign in via button","failed Sign in via button",""
"passed","Sun Jan 16 05:17:13 GMT 2022","Sun Jan 16 05:17:19 GMT 2022","5860","","e2e/app.spec.js","","","","Login to non-empty mailbox",""
"passed","Sun Jan 16 05:13:04 GMT 2022","Sun Jan 16 05:13:04 GMT 2022","54","","com.example.server.service.DBPostServiceTest","","com.example.server.service.DBPostServiceTest","testGettingSent","Getting sent",""
"passed","Sun Jan 16 05:13:04 GMT 2022","Sun Jan 16 05:13:04 GMT 2022","4","","com.example.server.service.DBPostServiceTest","","com.example.server.service.DBPostServiceTest","testGettingInbox","Getting inbox",""
"passed","Sun Jan 16 05:12:31 GMT 2022","Sun Jan 16 05:12:31 GMT 2022","130","","com.example.server.repo.PostgresPostRepoTest","","com.example.server.repo.PostgresPostRepoTest","testGettingInbox","Getting inbox",""
"passed","Sun Jan 16 05:11:35 GMT 2022","Sun Jan 16 05:11:35 GMT 2022","3","","EmailEditor","","EmailEditor","correctly sending email","correctly sending email",""
"passed","Sun Jan 16 05:13:03 GMT 2022","Sun Jan 16 05:13:03 GMT 2022","401","","com.example.server.controller.AuthenticationControllerTest","","com.example.server.controller.AuthenticationControllerTest","testLogin","Signing in with correct and incorrect credentials",""
"passed","Sun Jan 16 05:11:35 GMT 2022","Sun Jan 16 05:11:35 GMT 2022","0","","getEmailDate","","getEmailDate","return date with leafing zeros","return date with leafing zeros",""
"passed","Sun Jan 16 05:11:35 GMT 2022","Sun Jan 16 05:11:35 GMT 2022","3","","LoginPage","","LoginPage","correct authentication via Sign in button","correct authentication via Sign in button",""
"passed","Sun Jan 16 05:11:35 GMT 2022","Sun Jan 16 05:11:35 GMT 2022","0","","getEmailTime","","getEmailTime","return minutes with leading zeros","return minutes with leading zeros",""
"passed","Sun Jan 16 05:11:36 GMT 2022","Sun Jan 16 05:11:36 GMT 2022","2","","EmailDetails","","EmailDetails","no email","no email",""
"passed","Sun Jan 16 05:11:35 GMT 2022","Sun Jan 16 05:11:35 GMT 2022","1","","toInternalEmail","","toInternalEmail","return inbox email","return inbox email",""
"passed","Sun Jan 16 05:11:36 GMT 2022","Sun Jan 16 05:11:36 GMT 2022","3","","EmailList","","EmailList","selection","selection",""
"passed","Sun Jan 16 05:12:48 GMT 2022","Sun Jan 16 05:12:50 GMT 2022","1868","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","testLoginAfterRegistration","Login after registration",""
"passed","Sun Jan 16 05:11:35 GMT 2022","Sun Jan 16 05:11:35 GMT 2022","1","","getEmailDate","","getEmailDate","return month with leading zeros","return month with leading zeros",""
"passed","Sun Jan 16 05:11:35 GMT 2022","Sun Jan 16 05:11:35 GMT 2022","5","","EmailEditor","","EmailEditor","display correct data","display correct data",""
"passed","Sun Jan 16 05:11:36 GMT 2022","Sun Jan 16 05:11:36 GMT 2022","2","","Main window","","Main window","initial login page","initial login page",""
