"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 17 23:58:22 GMT 2022","Mon Jan 17 23:58:22 GMT 2022","3","","Main window","","Main window","successful login","successful login",""
"passed","Tue Jan 18 00:00:11 GMT 2022","Tue Jan 18 00:00:12 GMT 2022","31","","com.example.server.repo.PostgresAuthenticationRepoTest","","com.example.server.repo.PostgresAuthenticationRepoTest","testRegister","Signing up with same credentials twice",""
"passed","Mon Jan 17 23:58:21 GMT 2022","Mon Jan 17 23:58:21 GMT 2022","2","","LoginPage","","LoginPage","failed Sign in via form","failed Sign in via form",""
"passed","Mon Jan 17 23:58:22 GMT 2022","Mon Jan 17 23:58:22 GMT 2022","3","","MailboxList","","MailboxList","selecting mailbox","selecting mailbox",""
"passed","Mon Jan 17 23:58:21 GMT 2022","Mon Jan 17 23:58:21 GMT 2022","1","","getEmailTime","","getEmailTime","return same time for different date","return same time for different date",""
"passed","Mon Jan 17 23:59:40 GMT 2022","Mon Jan 17 23:59:40 GMT 2022","147","","com.example.server.repo.PostgresPostRepoTest","","com.example.server.repo.PostgresPostRepoTest","testGettingInbox","Getting inbox",""
"passed","Mon Jan 17 23:58:22 GMT 2022","Mon Jan 17 23:58:22 GMT 2022","2","","EmailList","","EmailList","empty list","empty list",""
"passed","Mon Jan 17 23:58:21 GMT 2022","Mon Jan 17 23:58:21 GMT 2022","4","","App","","App","selecting sent mailbox","selecting sent mailbox",""
"passed","Tue Jan 18 00:04:32 GMT 2022","Tue Jan 18 00:04:32 GMT 2022","712","","e2e/authentication.spec.js","Registration","","","registered user can sign in",""
"passed","Mon Jan 17 23:59:40 GMT 2022","Mon Jan 17 23:59:40 GMT 2022","31","","com.example.server.repo.PostgresPostRepoTest","","com.example.server.repo.PostgresPostRepoTest","testSendingEmail","Sending single email",""
"passed","Mon Jan 17 23:58:21 GMT 2022","Mon Jan 17 23:58:21 GMT 2022","3","","LoginPage","","LoginPage","failed Sign in via button","failed Sign in via button",""
"passed","Mon Jan 17 23:58:21 GMT 2022","Mon Jan 17 23:58:21 GMT 2022","3","","App","","App","selecting email","selecting email",""
"passed","Tue Jan 18 00:00:00 GMT 2022","Tue Jan 18 00:00:02 GMT 2022","2279","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","testLoginAfterRegistration","Login after registration",""
"passed","Tue Jan 18 00:05:46 GMT 2022","Tue Jan 18 00:05:46 GMT 2022","542","","com.example.AuthenticationTest","","com.example.AuthenticationTest","registerUnknownUser","New user could register",""
