"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 16 04:43:54 GMT 2022","Sun Jan 16 04:43:54 GMT 2022","0","","toInternalEmail","","toInternalEmail","return sent email","return sent email",""
"passed","Sun Jan 16 04:43:55 GMT 2022","Sun Jan 16 04:43:55 GMT 2022","4","","EmailList","","EmailList","non-empty list","non-empty list",""
"passed","Sun Jan 16 04:43:54 GMT 2022","Sun Jan 16 04:43:54 GMT 2022","0","","getEmailDate","","getEmailDate","return date with leafing zeros","return date with leafing zeros",""
"passed","Sun Jan 16 04:43:54 GMT 2022","Sun Jan 16 04:43:54 GMT 2022","0","","getEmailTime","","getEmailTime","return minutes with leading zeros","return minutes with leading zeros",""
"passed","Sun Jan 16 04:45:13 GMT 2022","Sun Jan 16 04:45:15 GMT 2022","1945","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","testAbsentUser","Login with non-existing credentials",""
"passed","Sun Jan 16 04:43:55 GMT 2022","Sun Jan 16 04:43:55 GMT 2022","5","","Main window","","Main window","successful login","successful login",""
"passed","Sun Jan 16 04:43:54 GMT 2022","Sun Jan 16 04:43:54 GMT 2022","6","","App","","App","opening editor","opening editor",""
"passed","Sun Jan 16 04:43:54 GMT 2022","Sun Jan 16 04:43:54 GMT 2022","1","","getEmailTime","","getEmailTime","return correct time from timestamp","return correct time from timestamp",""
"passed","Sun Jan 16 04:43:54 GMT 2022","Sun Jan 16 04:43:54 GMT 2022","3","","LoginPage","","LoginPage","correct authentication via sign in form","correct authentication via sign in form",""
"passed","Sun Jan 16 04:43:55 GMT 2022","Sun Jan 16 04:43:55 GMT 2022","2","","EmailDetails","","EmailDetails","no email","no email",""
"passed","Sun Jan 16 04:43:54 GMT 2022","Sun Jan 16 04:43:54 GMT 2022","8","","App","","App","updating mailboxes after write","updating mailboxes after write",""
"passed","Sun Jan 16 04:49:18 GMT 2022","Sun Jan 16 04:49:19 GMT 2022","1230","","e2e/app.spec.js","","","","Sending message for new user",""
"passed","Sun Jan 16 04:43:55 GMT 2022","Sun Jan 16 04:43:55 GMT 2022","3","","Sidebar","","Sidebar","clicking write","clicking write",""
"passed","Sun Jan 16 04:49:27 GMT 2022","Sun Jan 16 04:49:28 GMT 2022","638","","e2e/authentication.spec.js","Registration","","","user can not sign up twice",""
"passed","Sun Jan 16 04:43:54 GMT 2022","Sun Jan 16 04:43:54 GMT 2022","25","","App","","App","initial render","initial render",""
"passed","Sun Jan 16 04:44:50 GMT 2022","Sun Jan 16 04:44:50 GMT 2022","102","","com.example.server.repo.PostgresPostRepoTest","","com.example.server.repo.PostgresPostRepoTest","testGettingInbox","Getting inbox",""
