"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 18 00:05:10 GMT 2022","Tue Jan 18 00:05:10 GMT 2022","2","","Sidebar","","Sidebar","clicking write","clicking write",""
"passed","Tue Jan 18 00:05:10 GMT 2022","Tue Jan 18 00:05:10 GMT 2022","3","","Main window","","Main window","successful login","successful login",""
"passed","Tue Jan 18 00:05:09 GMT 2022","Tue Jan 18 00:05:09 GMT 2022","1","","getEmailDate","","getEmailDate","return date with leafing zeros","return date with leafing zeros",""
"passed","Tue Jan 18 00:10:28 GMT 2022","Tue Jan 18 00:10:29 GMT 2022","1130","","e2e/app.spec.js","","","","Sending message for new user",""
"passed","Tue Jan 18 00:05:09 GMT 2022","Tue Jan 18 00:05:09 GMT 2022","3","","App","","App","selecting sent mailbox","selecting sent mailbox",""
"passed","Tue Jan 18 00:05:09 GMT 2022","Tue Jan 18 00:05:09 GMT 2022","0","","getEmailTime","","getEmailTime","return minutes with leading zeros","return minutes with leading zeros",""
"passed","Tue Jan 18 00:05:09 GMT 2022","Tue Jan 18 00:05:09 GMT 2022","1","","toInternalEmail","","toInternalEmail","return sent email","return sent email",""
"passed","Tue Jan 18 00:06:40 GMT 2022","Tue Jan 18 00:06:40 GMT 2022","32","","com.example.server.repo.PostgresPostRepoTest","","com.example.server.repo.PostgresPostRepoTest","testSendingEmail","Sending single email",""
"passed","Tue Jan 18 00:07:19 GMT 2022","Tue Jan 18 00:07:20 GMT 2022","480","","com.example.server.controller.AuthenticationControllerTest","","com.example.server.controller.AuthenticationControllerTest","testLogin","Signing in with correct and incorrect credentials",""
"passed","Tue Jan 18 00:05:10 GMT 2022","Tue Jan 18 00:05:10 GMT 2022","2","","EmailListItem","","EmailListItem","render simple email","render simple email",""
"passed","Tue Jan 18 00:14:49 GMT 2022","Tue Jan 18 00:14:52 GMT 2022","3149","","com.example.PostTest","","com.example.PostTest","newUserSendsEmail","New user sends email",""
"passed","Tue Jan 18 00:07:00 GMT 2022","Tue Jan 18 00:07:02 GMT 2022","2478","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","testRegistration","Registration new user",""
"passed","Tue Jan 18 00:05:10 GMT 2022","Tue Jan 18 00:05:10 GMT 2022","1","","EmailListItem","","EmailListItem","clicking on email","clicking on email",""
"passed","Tue Jan 18 00:07:20 GMT 2022","Tue Jan 18 00:07:20 GMT 2022","5","","com.example.server.service.DBPostServiceTest","","com.example.server.service.DBPostServiceTest","testGettingInbox","Getting inbox",""
"passed","Tue Jan 18 00:14:44 GMT 2022","Tue Jan 18 00:14:46 GMT 2022","2028","","com.example.AuthenticationTest","","com.example.AuthenticationTest","userRegistersTwice","User can't register twice",""
"passed","Tue Jan 18 00:05:10 GMT 2022","Tue Jan 18 00:05:10 GMT 2022","1","","EmailEditor","","EmailEditor","handling null controller response","handling null controller response",""
"passed","Tue Jan 18 00:05:10 GMT 2022","Tue Jan 18 00:05:10 GMT 2022","2","","LoginPage","","LoginPage","correct authentication via sign in form","correct authentication via sign in form",""
"passed","Tue Jan 18 00:14:47 GMT 2022","Tue Jan 18 00:14:49 GMT 2022","1956","","com.example.AuthenticationTest","","com.example.AuthenticationTest","newUserLogin","Registered user can login",""
"passed","Tue Jan 18 00:14:42 GMT 2022","Tue Jan 18 00:14:44 GMT 2022","2066","","com.example.AuthenticationTest","","com.example.AuthenticationTest","wrongPasswordLogin","Registered user can't use wrong password",""
"passed","Tue Jan 18 00:05:10 GMT 2022","Tue Jan 18 00:05:10 GMT 2022","1","","EmailList","","EmailList","empty list","empty list",""
"passed","Tue Jan 18 00:05:10 GMT 2022","Tue Jan 18 00:05:10 GMT 2022","3","","EmailEditor","","EmailEditor","correctly sending email","correctly sending email",""
"passed","Tue Jan 18 00:10:34 GMT 2022","Tue Jan 18 00:10:35 GMT 2022","336","","e2e/authentication.spec.js","Registration","","","unknown user can not sign in",""
"passed","Tue Jan 18 00:07:11 GMT 2022","Tue Jan 18 00:07:14 GMT 2022","2187","","com.example.server.repo.PostgresPostRepoIntegrationTest","","com.example.server.repo.PostgresPostRepoIntegrationTest","testSendingEmail","Sending single email","Sending single email and checking its presence in database"
"passed","Tue Jan 18 00:05:09 GMT 2022","Tue Jan 18 00:05:09 GMT 2022","7","","App","","App","updating mailboxes after write","updating mailboxes after write",""
