"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 17 22:33:18 GMT 2022","Mon Jan 17 22:33:20 GMT 2022","2028","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","testRegistrationWithSameLogin","Registration with existing login",""
"passed","Mon Jan 17 22:37:52 GMT 2022","Mon Jan 17 22:37:58 GMT 2022","5953","","e2e/app.spec.js","","","","Login to non-empty mailbox",""
"passed","Mon Jan 17 22:31:37 GMT 2022","Mon Jan 17 22:31:37 GMT 2022","2","","LoginPage","","LoginPage","correct credentials display","correct credentials display",""
"passed","Mon Jan 17 22:33:22 GMT 2022","Mon Jan 17 22:33:24 GMT 2022","2311","","com.example.server.repo.PostgresPostRepoIntegrationTest","","com.example.server.repo.PostgresPostRepoIntegrationTest","testGettingMailboxes","Getting mailboxes","Getting inbox and sent mailboxes for 2 user, that sent each other emails"
"passed","Mon Jan 17 22:32:55 GMT 2022","Mon Jan 17 22:33:14 GMT 2022","18761","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","testLoginWithWrongPassword","Login with wrong password",""
"passed","Mon Jan 17 22:32:55 GMT 2022","Mon Jan 17 22:32:55 GMT 2022","25","","com.example.server.repo.PostgresPostRepoTest","","com.example.server.repo.PostgresPostRepoTest","testSendingEmail","Sending single email",""
"passed","Mon Jan 17 22:31:36 GMT 2022","Mon Jan 17 22:31:36 GMT 2022","8","","App","","App","updating mailboxes after write","updating mailboxes after write",""
"passed","Mon Jan 17 22:31:37 GMT 2022","Mon Jan 17 22:31:37 GMT 2022","2","","EmailList","","EmailList","selection","selection",""
"passed","Mon Jan 17 22:31:37 GMT 2022","Mon Jan 17 22:31:37 GMT 2022","1","","getEmailDate","","getEmailDate","return month with leading zeros","return month with leading zeros",""
"passed","Mon Jan 17 22:32:52 GMT 2022","Mon Jan 17 22:32:55 GMT 2022","2333","","com.example.server.repo.PostgresPostRepoTest","","com.example.server.repo.PostgresPostRepoTest","testGettingSent","Getting sent",""
"passed","Mon Jan 17 22:37:58 GMT 2022","Mon Jan 17 22:37:59 GMT 2022","490","","e2e/authentication.spec.js","Registration","","","new user can sign up",""
