"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 16 04:34:50 GMT 2022","Sun Jan 16 04:34:50 GMT 2022","0","","toInternalEmail","","toInternalEmail","return inbox email","return inbox email",""
"passed","Sun Jan 16 04:34:50 GMT 2022","Sun Jan 16 04:34:50 GMT 2022","1","","EmailEditor","","EmailEditor","handling null controller response","handling null controller response",""
"passed","Sun Jan 16 04:34:50 GMT 2022","Sun Jan 16 04:34:50 GMT 2022","0","","getEmailTime","","getEmailTime","return hours with leading zeros","return hours with leading zeros",""
"passed","Sun Jan 16 04:34:50 GMT 2022","Sun Jan 16 04:34:50 GMT 2022","2","","EmailListItem","","EmailListItem","render simple email","render simple email",""
"passed","Sun Jan 16 04:34:50 GMT 2022","Sun Jan 16 04:34:50 GMT 2022","2","","LoginPage","","LoginPage","correct authentication via sign in form","correct authentication via sign in form",""
"passed","Sun Jan 16 04:34:50 GMT 2022","Sun Jan 16 04:34:50 GMT 2022","0","","getEmailDate","","getEmailDate","return correct date from timestamp","return correct date from timestamp",""
"passed","Sun Jan 16 04:34:51 GMT 2022","Sun Jan 16 04:34:51 GMT 2022","2","","Sidebar","","Sidebar","clicking write","clicking write",""
"passed","Sun Jan 16 04:36:32 GMT 2022","Sun Jan 16 04:36:32 GMT 2022","34","","com.example.server.service.DBAuthenticationServiceTest","","com.example.server.service.DBAuthenticationServiceTest","testLogin","Signing in with correct and incorrect credentials",""
"passed","Sun Jan 16 04:34:50 GMT 2022","Sun Jan 16 04:34:50 GMT 2022","2","","EmailListItem","","EmailListItem","clicking on email","clicking on email",""
"passed","Sun Jan 16 04:34:51 GMT 2022","Sun Jan 16 04:34:51 GMT 2022","2","","Main window","","Main window","initial login page","initial login page",""
"passed","Sun Jan 16 04:34:50 GMT 2022","Sun Jan 16 04:34:50 GMT 2022","3","","LoginPage","","LoginPage","correct authentication via Sign in button","correct authentication via Sign in button",""
"passed","Sun Jan 16 04:34:50 GMT 2022","Sun Jan 16 04:34:50 GMT 2022","2","","LoginPage","","LoginPage","failed Sign in via button","failed Sign in via button",""
"passed","Sun Jan 16 04:34:51 GMT 2022","Sun Jan 16 04:34:51 GMT 2022","3","","MailboxList","","MailboxList","selecting mailbox","selecting mailbox",""
"passed","Sun Jan 16 04:34:50 GMT 2022","Sun Jan 16 04:34:50 GMT 2022","1","","getEmailTime","","getEmailTime","return correct time from timestamp","return correct time from timestamp",""
"passed","Sun Jan 16 04:34:50 GMT 2022","Sun Jan 16 04:34:50 GMT 2022","1","","getEmailTime","","getEmailTime","return minutes with leading zeros","return minutes with leading zeros",""
"passed","Sun Jan 16 04:36:33 GMT 2022","Sun Jan 16 04:36:33 GMT 2022","129","","com.example.server.service.DBPostServiceTest","","com.example.server.service.DBPostServiceTest","testGettingSent","Getting sent",""
"passed","Sun Jan 16 04:36:33 GMT 2022","Sun Jan 16 04:36:33 GMT 2022","6","","com.example.server.service.DBPostServiceTest","","com.example.server.service.DBPostServiceTest","testGettingInbox","Getting inbox",""
"passed","Sun Jan 16 04:36:16 GMT 2022","Sun Jan 16 04:36:18 GMT 2022","1856","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","testLoginAfterRegistration","Login after registration",""
"passed","Sun Jan 16 04:36:22 GMT 2022","Sun Jan 16 04:36:24 GMT 2022","2016","","com.example.server.repo.PostgresPostRepoIntegrationTest","","com.example.server.repo.PostgresPostRepoIntegrationTest","testGettingMailboxes","Getting mailboxes","Getting inbox and sent mailboxes for 2 user, that sent each other emails"
"passed","Sun Jan 16 04:34:50 GMT 2022","Sun Jan 16 04:34:50 GMT 2022","3","","App","","App","selecting sent mailbox","selecting sent mailbox",""
"passed","Sun Jan 16 04:34:50 GMT 2022","Sun Jan 16 04:34:50 GMT 2022","5","","EmailEditor","","EmailEditor","display correct data","display correct data",""
"passed","Sun Jan 16 04:34:51 GMT 2022","Sun Jan 16 04:34:51 GMT 2022","1","","EmailDetails","","EmailDetails","no email","no email",""
"passed","Sun Jan 16 04:34:50 GMT 2022","Sun Jan 16 04:34:50 GMT 2022","1","","getEmailDate","","getEmailDate","return same date for different time","return same date for different time",""
"passed","Sun Jan 16 04:36:32 GMT 2022","Sun Jan 16 04:36:32 GMT 2022","12","","com.example.server.service.DBAuthenticationServiceTest","","com.example.server.service.DBAuthenticationServiceTest","testRegister","Signing up with same credentials twice",""
"passed","Sun Jan 16 04:34:51 GMT 2022","Sun Jan 16 04:34:51 GMT 2022","2","","EmailList","","EmailList","selection","selection",""
"passed","Sun Jan 16 04:35:59 GMT 2022","Sun Jan 16 04:36:14 GMT 2022","14965","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","testLoginWithWrongPassword","Login with wrong password",""
"passed","Sun Jan 16 04:34:50 GMT 2022","Sun Jan 16 04:34:50 GMT 2022","0","","getEmailDate","","getEmailDate","return month with leading zeros","return month with leading zeros",""
"passed","Sun Jan 16 04:35:56 GMT 2022","Sun Jan 16 04:35:59 GMT 2022","2169","","com.example.server.repo.PostgresPostRepoTest","","com.example.server.repo.PostgresPostRepoTest","testGettingSent","Getting sent",""
"passed","Sun Jan 16 04:36:33 GMT 2022","Sun Jan 16 04:36:33 GMT 2022","145","","com.example.server.service.DBPostServiceTest","","com.example.server.service.DBPostServiceTest","testSendingEmail","Correctly filling id and time and sending email",""
"passed","Sun Jan 16 04:35:59 GMT 2022","Sun Jan 16 04:35:59 GMT 2022","46","","com.example.server.repo.PostgresPostRepoTest","","com.example.server.repo.PostgresPostRepoTest","testSendingEmail","Sending single email",""
"passed","Sun Jan 16 04:34:50 GMT 2022","Sun Jan 16 04:34:50 GMT 2022","2","","LoginPage","","LoginPage","failed Sign up via button","failed Sign up via button",""
"passed","Sun Jan 16 04:34:50 GMT 2022","Sun Jan 16 04:34:50 GMT 2022","2","","LoginPage","","LoginPage","correct credentials display","correct credentials display",""
"passed","Sun Jan 16 04:34:50 GMT 2022","Sun Jan 16 04:34:50 GMT 2022","0","","toInternalEmail","","toInternalEmail","return sent email","return sent email",""
"passed","Sun Jan 16 04:36:26 GMT 2022","Sun Jan 16 04:36:26 GMT 2022","43","","com.example.server.repo.PostgresAuthenticationRepoTest","","com.example.server.repo.PostgresAuthenticationRepoTest","testLogin","Signing in with correct and incorrect credentials",""
"passed","Sun Jan 16 04:34:50 GMT 2022","Sun Jan 16 04:34:50 GMT 2022","19","","App","","App","initial render","initial render",""
"passed","Sun Jan 16 04:34:50 GMT 2022","Sun Jan 16 04:34:50 GMT 2022","3","","App","","App","selecting email","selecting email",""
"passed","Sun Jan 16 04:36:26 GMT 2022","Sun Jan 16 04:36:26 GMT 2022","17","","com.example.server.repo.PostgresAuthenticationRepoTest","","com.example.server.repo.PostgresAuthenticationRepoTest","testRegister","Signing up with same credentials twice",""
"passed","Sun Jan 16 04:36:24 GMT 2022","Sun Jan 16 04:36:26 GMT 2022","2008","","com.example.server.repo.PostgresPostRepoIntegrationTest","","com.example.server.repo.PostgresPostRepoIntegrationTest","testSendingEmail","Sending single email","Sending single email and checking its presence in database"
"passed","Sun Jan 16 04:36:32 GMT 2022","Sun Jan 16 04:36:32 GMT 2022","26","","com.example.server.controller.AuthenticationControllerTest","","com.example.server.controller.AuthenticationControllerTest","testRegister","Signing up with same credentials twice",""
"passed","Sun Jan 16 04:34:50 GMT 2022","Sun Jan 16 04:34:50 GMT 2022","3","","EmailEditor","","EmailEditor","correctly sending email","correctly sending email",""
"passed","Sun Jan 16 04:34:50 GMT 2022","Sun Jan 16 04:34:50 GMT 2022","7","","App","","App","updating mailboxes after write","updating mailboxes after write",""
