"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 17 22:38:20 GMT 2022","Mon Jan 17 22:38:20 GMT 2022","1","","getEmailTime","","getEmailTime","return hours with leading zeros","return hours with leading zeros",""
"passed","Mon Jan 17 22:40:13 GMT 2022","Mon Jan 17 22:40:15 GMT 2022","2232","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","testRegistration","Registration new user",""
"passed","Mon Jan 17 22:38:21 GMT 2022","Mon Jan 17 22:38:21 GMT 2022","2","","EmailList","","EmailList","empty list","empty list",""
"passed","Mon Jan 17 22:38:20 GMT 2022","Mon Jan 17 22:38:20 GMT 2022","0","","getEmailDate","","getEmailDate","return same date for different time","return same date for different time",""
"passed","Mon Jan 17 22:40:34 GMT 2022","Mon Jan 17 22:40:34 GMT 2022","14","","com.example.server.service.DBAuthenticationServiceTest","","com.example.server.service.DBAuthenticationServiceTest","testLogin","Signing in with correct and incorrect credentials",""
"passed","Mon Jan 17 22:38:20 GMT 2022","Mon Jan 17 22:38:20 GMT 2022","9","","App","","App","updating mailboxes after write","updating mailboxes after write",""
"passed","Mon Jan 17 22:40:25 GMT 2022","Mon Jan 17 22:40:27 GMT 2022","2172","","com.example.server.repo.PostgresPostRepoIntegrationTest","","com.example.server.repo.PostgresPostRepoIntegrationTest","testSendingEmail","Sending single email","Sending single email and checking its presence in database"
"passed","Mon Jan 17 22:39:49 GMT 2022","Mon Jan 17 22:39:52 GMT 2022","2714","","com.example.server.repo.PostgresPostRepoTest","","com.example.server.repo.PostgresPostRepoTest","testGettingSent","Getting sent",""
"passed","Mon Jan 17 22:38:21 GMT 2022","Mon Jan 17 22:38:21 GMT 2022","2","","LoginPage","","LoginPage","failed Sign up via button","failed Sign up via button",""
"passed","Mon Jan 17 22:43:47 GMT 2022","Mon Jan 17 22:43:49 GMT 2022","1940","","e2e/app.spec.js","","","","Empty new user",""
"passed","Mon Jan 17 22:40:34 GMT 2022","Mon Jan 17 22:40:34 GMT 2022","21","","com.example.server.controller.AuthenticationControllerTest","","com.example.server.controller.AuthenticationControllerTest","testRegister","Signing up with same credentials twice",""
"passed","Mon Jan 17 22:40:27 GMT 2022","Mon Jan 17 22:40:27 GMT 2022","17","","com.example.server.repo.PostgresAuthenticationRepoTest","","com.example.server.repo.PostgresAuthenticationRepoTest","testRegister","Signing up with same credentials twice",""
"passed","Mon Jan 17 22:38:21 GMT 2022","Mon Jan 17 22:38:21 GMT 2022","4","","EmailEditor","","EmailEditor","correctly sending email","correctly sending email",""
"passed","Mon Jan 17 22:38:22 GMT 2022","Mon Jan 17 22:38:22 GMT 2022","3","","Main window","","Main window","successful login","successful login",""
"passed","Mon Jan 17 22:40:15 GMT 2022","Mon Jan 17 22:40:18 GMT 2022","2297","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","testLoginAfterRegistration","Login after registration",""
"passed","Mon Jan 17 22:38:21 GMT 2022","Mon Jan 17 22:38:21 GMT 2022","2","","EmailDetails","","EmailDetails","render email","render email",""
"passed","Mon Jan 17 22:40:27 GMT 2022","Mon Jan 17 22:40:27 GMT 2022","75","","com.example.server.repo.PostgresAuthenticationRepoTest","","com.example.server.repo.PostgresAuthenticationRepoTest","testLogin","Signing in with correct and incorrect credentials",""
"passed","Mon Jan 17 22:40:33 GMT 2022","Mon Jan 17 22:40:34 GMT 2022","552","","com.example.server.controller.AuthenticationControllerTest","","com.example.server.controller.AuthenticationControllerTest","testLogin","Signing in with correct and incorrect credentials",""
