"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 17 23:45:16 GMT 2022","Mon Jan 17 23:45:18 GMT 2022","2217","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","testLoginAfterRegistration","Login after registration",""
"passed","Mon Jan 17 23:45:18 GMT 2022","Mon Jan 17 23:45:21 GMT 2022","2214","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","testRegistrationWithSameLogin","Registration with existing login",""
"passed","Mon Jan 17 23:45:25 GMT 2022","Mon Jan 17 23:45:27 GMT 2022","2194","","com.example.server.repo.PostgresPostRepoIntegrationTest","","com.example.server.repo.PostgresPostRepoIntegrationTest","testSendingEmail","Sending single email","Sending single email and checking its presence in database"
"passed","Mon Jan 17 23:50:57 GMT 2022","Mon Jan 17 23:50:59 GMT 2022","2484","","com.example.PostTest","","com.example.PostTest","newUserSendsEmail","New user sends email",""
"passed","Mon Jan 17 23:43:38 GMT 2022","Mon Jan 17 23:43:38 GMT 2022","3","","EmailEditor","","EmailEditor","correctly sending email","correctly sending email",""
"passed","Mon Jan 17 23:49:25 GMT 2022","Mon Jan 17 23:49:30 GMT 2022","4898","","e2e/app.spec.js","","","","Empty new user",""
"passed","Mon Jan 17 23:51:12 GMT 2022","Mon Jan 17 23:51:13 GMT 2022","1537","","com.example.PostTest","","com.example.PostTest","emptyNewUser","New user has empty mailboxes",""
"passed","Mon Jan 17 23:44:56 GMT 2022","Mon Jan 17 23:45:14 GMT 2022","17564","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","testLoginWithWrongPassword","Login with wrong password",""
"passed","Mon Jan 17 23:43:37 GMT 2022","Mon Jan 17 23:43:37 GMT 2022","1","","getEmailDate","","getEmailDate","return correct date from timestamp","return correct date from timestamp",""
"passed","Mon Jan 17 23:45:14 GMT 2022","Mon Jan 17 23:45:16 GMT 2022","2300","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","testRegistration","Registration new user",""
"passed","Mon Jan 17 23:43:38 GMT 2022","Mon Jan 17 23:43:38 GMT 2022","2","","LoginPage","","LoginPage","correct authentication via Sign up button","correct authentication via Sign up button",""
"passed","Mon Jan 17 23:45:27 GMT 2022","Mon Jan 17 23:45:27 GMT 2022","31","","com.example.server.repo.PostgresAuthenticationRepoTest","","com.example.server.repo.PostgresAuthenticationRepoTest","testRegister","Signing up with same credentials twice",""
"passed","Mon Jan 17 23:45:35 GMT 2022","Mon Jan 17 23:45:35 GMT 2022","5","","com.example.server.service.DBPostServiceTest","","com.example.server.service.DBPostServiceTest","testGettingInbox","Getting inbox",""
"passed","Mon Jan 17 23:43:37 GMT 2022","Mon Jan 17 23:43:37 GMT 2022","0","","getEmailTime","","getEmailTime","return minutes with leading zeros","return minutes with leading zeros",""
"passed","Mon Jan 17 23:50:54 GMT 2022","Mon Jan 17 23:50:55 GMT 2022","764","","com.example.AuthenticationTest","","com.example.AuthenticationTest","registerUnknownUser","New user could register",""
"passed","Mon Jan 17 23:43:38 GMT 2022","Mon Jan 17 23:43:38 GMT 2022","2","","LoginPage","","LoginPage","failed Sign up via button","failed Sign up via button",""
