"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 16 05:10:30 GMT 2022","Sun Jan 16 05:10:32 GMT 2022","2165","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","testAbsentUser","Login with non-existing credentials",""
"passed","Sun Jan 16 05:08:34 GMT 2022","Sun Jan 16 05:08:34 GMT 2022","2","","EmailDetails","","EmailDetails","no email","no email",""
"passed","Sun Jan 16 05:10:44 GMT 2022","Sun Jan 16 05:10:44 GMT 2022","27","","com.example.server.service.DBAuthenticationServiceTest","","com.example.server.service.DBAuthenticationServiceTest","testLogin","Signing in with correct and incorrect credentials",""
"passed","Sun Jan 16 05:08:33 GMT 2022","Sun Jan 16 05:08:33 GMT 2022","4","","EmailEditor","","EmailEditor","display correct data","display correct data",""
"passed","Sun Jan 16 05:14:12 GMT 2022","Sun Jan 16 05:14:13 GMT 2022","658","","e2e/authentication.spec.js","Registration","","","registered user can sign in",""
"passed","Sun Jan 16 05:08:33 GMT 2022","Sun Jan 16 05:08:33 GMT 2022","4","","LoginPage","","LoginPage","failed Sign in via button","failed Sign in via button",""
"passed","Sun Jan 16 05:08:33 GMT 2022","Sun Jan 16 05:08:33 GMT 2022","2","","LoginPage","","LoginPage","correct credentials display","correct credentials display",""
"passed","Sun Jan 16 05:08:33 GMT 2022","Sun Jan 16 05:08:33 GMT 2022","0","","getEmailDate","","getEmailDate","return month with leading zeros","return month with leading zeros",""
"passed","Sun Jan 16 05:08:33 GMT 2022","Sun Jan 16 05:08:33 GMT 2022","4","","App","","App","selecting sent mailbox","selecting sent mailbox",""
"passed","Sun Jan 16 05:10:45 GMT 2022","Sun Jan 16 05:10:45 GMT 2022","117","","com.example.server.service.DBPostServiceTest","","com.example.server.service.DBPostServiceTest","testGettingSent","Getting sent",""
"passed","Sun Jan 16 05:08:33 GMT 2022","Sun Jan 16 05:08:33 GMT 2022","1","","EmailEditor","","EmailEditor","handling null controller response","handling null controller response",""
"passed","Sun Jan 16 05:08:34 GMT 2022","Sun Jan 16 05:08:34 GMT 2022","3","","Sidebar","","Sidebar","clicking write","clicking write",""
"passed","Sun Jan 16 05:14:14 GMT 2022","Sun Jan 16 05:14:14 GMT 2022","668","","e2e/authentication.spec.js","Registration","","","user can not sign up twice",""
"passed","Sun Jan 16 05:14:05 GMT 2022","Sun Jan 16 05:14:06 GMT 2022","1200","","e2e/app.spec.js","","","","Sending message for new user",""
"passed","Sun Jan 16 05:14:11 GMT 2022","Sun Jan 16 05:14:12 GMT 2022","344","","e2e/authentication.spec.js","Registration","","","unknown user can not sign in",""
"passed","Sun Jan 16 05:08:33 GMT 2022","Sun Jan 16 05:08:33 GMT 2022","3","","EmailListItem","","EmailListItem","render simple email","render simple email",""
"passed","Sun Jan 16 05:08:33 GMT 2022","Sun Jan 16 05:08:33 GMT 2022","2","","LoginPage","","LoginPage","failed Sign up via button","failed Sign up via button",""
"passed","Sun Jan 16 05:10:44 GMT 2022","Sun Jan 16 05:10:44 GMT 2022","65","","com.example.server.controller.AuthenticationControllerTest","","com.example.server.controller.AuthenticationControllerTest","testRegister","Signing up with same credentials twice",""
"passed","Sun Jan 16 05:10:43 GMT 2022","Sun Jan 16 05:10:44 GMT 2022","1046","","com.example.server.controller.AuthenticationControllerTest","","com.example.server.controller.AuthenticationControllerTest","testLogin","Signing in with correct and incorrect credentials",""
"passed","Sun Jan 16 05:08:33 GMT 2022","Sun Jan 16 05:08:33 GMT 2022","1","","toInternalEmail","","toInternalEmail","return sent email","return sent email",""
"passed","Sun Jan 16 05:08:33 GMT 2022","Sun Jan 16 05:08:33 GMT 2022","3","","LoginPage","","LoginPage","correct authentication via Sign in button","correct authentication via Sign in button",""
"passed","Sun Jan 16 05:08:33 GMT 2022","Sun Jan 16 05:08:33 GMT 2022","2","","EmailList","","EmailList","empty list","empty list",""
"passed","Sun Jan 16 05:14:02 GMT 2022","Sun Jan 16 05:14:05 GMT 2022","2152","","e2e/app.spec.js","","","","Empty new user",""
"passed","Sun Jan 16 05:14:12 GMT 2022","Sun Jan 16 05:14:12 GMT 2022","374","","e2e/authentication.spec.js","Registration","","","new user can sign up",""
"passed","Sun Jan 16 05:10:23 GMT 2022","Sun Jan 16 05:10:25 GMT 2022","2140","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","testRegistration","Registration new user",""
"passed","Sun Jan 16 05:10:03 GMT 2022","Sun Jan 16 05:10:23 GMT 2022","20023","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","testLoginWithWrongPassword","Login with wrong password",""
"passed","Sun Jan 16 05:14:06 GMT 2022","Sun Jan 16 05:14:11 GMT 2022","5478","","e2e/app.spec.js","","","","Login to non-empty mailbox",""
"passed","Sun Jan 16 05:08:33 GMT 2022","Sun Jan 16 05:08:33 GMT 2022","2","","EmailList","","EmailList","selection","selection",""
"passed","Sun Jan 16 05:08:34 GMT 2022","Sun Jan 16 05:08:34 GMT 2022","4","","MailboxList","","MailboxList","selecting mailbox","selecting mailbox",""
"passed","Sun Jan 16 05:10:45 GMT 2022","Sun Jan 16 05:10:45 GMT 2022","11","","com.example.server.service.DBPostServiceTest","","com.example.server.service.DBPostServiceTest","testGettingInbox","Getting inbox",""
"passed","Sun Jan 16 05:10:25 GMT 2022","Sun Jan 16 05:10:27 GMT 2022","2095","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","testLoginAfterRegistration","Login after registration",""
"passed","Sun Jan 16 05:10:03 GMT 2022","Sun Jan 16 05:10:03 GMT 2022","18","","com.example.server.repo.PostgresPostRepoTest","","com.example.server.repo.PostgresPostRepoTest","testSendingEmail","Sending single email",""
"passed","Sun Jan 16 05:10:36 GMT 2022","Sun Jan 16 05:10:36 GMT 2022","38","","com.example.server.repo.PostgresAuthenticationRepoTest","","com.example.server.repo.PostgresAuthenticationRepoTest","testLogin","Signing in with correct and incorrect credentials",""
"passed","Sun Jan 16 05:08:34 GMT 2022","Sun Jan 16 05:08:34 GMT 2022","3","","Main window","","Main window","initial login page","initial login page",""
"passed","Sun Jan 16 05:08:33 GMT 2022","Sun Jan 16 05:08:33 GMT 2022","1","","LoginPage","","LoginPage","failed Sign in via form","failed Sign in via form",""
"passed","Sun Jan 16 05:08:33 GMT 2022","Sun Jan 16 05:08:33 GMT 2022","0","","getEmailTime","","getEmailTime","return hours with leading zeros","return hours with leading zeros",""
"passed","Sun Jan 16 05:08:33 GMT 2022","Sun Jan 16 05:08:33 GMT 2022","3","","LoginPage","","LoginPage","correct authentication via sign in form","correct authentication via sign in form",""
"passed","Sun Jan 16 05:08:33 GMT 2022","Sun Jan 16 05:08:33 GMT 2022","1","","getEmailTime","","getEmailTime","return same time for different date","return same time for different date",""
"passed","Sun Jan 16 05:08:33 GMT 2022","Sun Jan 16 05:08:33 GMT 2022","1","","getEmailTime","","getEmailTime","return minutes with leading zeros","return minutes with leading zeros",""
"passed","Sun Jan 16 05:08:33 GMT 2022","Sun Jan 16 05:08:33 GMT 2022","10","","EmailListItem","","EmailListItem","rendering selected email","rendering selected email",""
"passed","Sun Jan 16 05:08:33 GMT 2022","Sun Jan 16 05:08:33 GMT 2022","5","","App","","App","opening editor","opening editor",""
"passed","Sun Jan 16 05:14:13 GMT 2022","Sun Jan 16 05:14:14 GMT 2022","820","","e2e/authentication.spec.js","Registration","","","registered user uses wrong password",""
"passed","Sun Jan 16 05:08:33 GMT 2022","Sun Jan 16 05:08:33 GMT 2022","1","","getEmailDate","","getEmailDate","return date with leafing zeros","return date with leafing zeros",""
"passed","Sun Jan 16 05:10:34 GMT 2022","Sun Jan 16 05:10:36 GMT 2022","2226","","com.example.server.repo.PostgresPostRepoIntegrationTest","","com.example.server.repo.PostgresPostRepoIntegrationTest","testSendingEmail","Sending single email","Sending single email and checking its presence in database"
"passed","Sun Jan 16 05:10:00 GMT 2022","Sun Jan 16 05:10:03 GMT 2022","2407","","com.example.server.repo.PostgresPostRepoTest","","com.example.server.repo.PostgresPostRepoTest","testGettingSent","Getting sent",""
"passed","Sun Jan 16 05:08:33 GMT 2022","Sun Jan 16 05:08:33 GMT 2022","5","","App","","App","selecting email","selecting email",""
"passed","Sun Jan 16 05:08:33 GMT 2022","Sun Jan 16 05:08:33 GMT 2022","3","","EmailList","","EmailList","non-empty list","non-empty list",""
"passed","Sun Jan 16 05:10:32 GMT 2022","Sun Jan 16 05:10:34 GMT 2022","2332","","com.example.server.repo.PostgresPostRepoIntegrationTest","","com.example.server.repo.PostgresPostRepoIntegrationTest","testGettingMailboxes","Getting mailboxes","Getting inbox and sent mailboxes for 2 user, that sent each other emails"
"passed","Sun Jan 16 05:08:33 GMT 2022","Sun Jan 16 05:08:33 GMT 2022","1","","getEmailDate","","getEmailDate","return same date for different time","return same date for different time",""
"passed","Sun Jan 16 05:10:03 GMT 2022","Sun Jan 16 05:10:03 GMT 2022","85","","com.example.server.repo.PostgresPostRepoTest","","com.example.server.repo.PostgresPostRepoTest","testGettingInbox","Getting inbox",""
"passed","Sun Jan 16 05:08:33 GMT 2022","Sun Jan 16 05:08:33 GMT 2022","0","","getEmailTime","","getEmailTime","return correct time from timestamp","return correct time from timestamp",""
"passed","Sun Jan 16 05:10:44 GMT 2022","Sun Jan 16 05:10:44 GMT 2022","18","","com.example.server.service.DBAuthenticationServiceTest","","com.example.server.service.DBAuthenticationServiceTest","testRegister","Signing up with same credentials twice",""
"passed","Sun Jan 16 05:10:27 GMT 2022","Sun Jan 16 05:10:30 GMT 2022","2195","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","testRegistrationWithSameLogin","Registration with existing login",""
"passed","Sun Jan 16 05:10:45 GMT 2022","Sun Jan 16 05:10:45 GMT 2022","136","","com.example.server.service.DBPostServiceTest","","com.example.server.service.DBPostServiceTest","testSendingEmail","Correctly filling id and time and sending email",""
"passed","Sun Jan 16 05:08:34 GMT 2022","Sun Jan 16 05:08:34 GMT 2022","11","","EmailDetails","","EmailDetails","render email","render email",""
"passed","Sun Jan 16 05:08:33 GMT 2022","Sun Jan 16 05:08:33 GMT 2022","0","","getEmailDate","","getEmailDate","return correct date from timestamp","return correct date from timestamp",""
"passed","Sun Jan 16 05:08:33 GMT 2022","Sun Jan 16 05:08:33 GMT 2022","23","","App","","App","initial render","initial render",""
"passed","Sun Jan 16 05:08:33 GMT 2022","Sun Jan 16 05:08:33 GMT 2022","1","","EmailListItem","","EmailListItem","clicking on email","clicking on email",""
"passed","Sun Jan 16 05:08:33 GMT 2022","Sun Jan 16 05:08:33 GMT 2022","3","","LoginPage","","LoginPage","correct authentication via Sign up button","correct authentication via Sign up button",""
"passed","Sun Jan 16 05:08:34 GMT 2022","Sun Jan 16 05:08:34 GMT 2022","4","","Main window","","Main window","successful login","successful login",""
"passed","Sun Jan 16 05:08:33 GMT 2022","Sun Jan 16 05:08:33 GMT 2022","7","","App","","App","updating mailboxes after write","updating mailboxes after write",""
"passed","Sun Jan 16 05:08:33 GMT 2022","Sun Jan 16 05:08:33 GMT 2022","4","","EmailEditor","","EmailEditor","correctly sending email","correctly sending email",""
"passed","Sun Jan 16 05:08:33 GMT 2022","Sun Jan 16 05:08:33 GMT 2022","0","","toInternalEmail","","toInternalEmail","return inbox email","return inbox email",""
"passed","Sun Jan 16 05:10:36 GMT 2022","Sun Jan 16 05:10:36 GMT 2022","15","","com.example.server.repo.PostgresAuthenticationRepoTest","","com.example.server.repo.PostgresAuthenticationRepoTest","testRegister","Signing up with same credentials twice",""
