"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 16 02:29:17 GMT 2022","Sun Jan 16 02:29:19 GMT 2022","1955","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","testAbsentUser","Login with non-existing credentials",""
"passed","Sun Jan 16 02:29:31 GMT 2022","Sun Jan 16 02:29:31 GMT 2022","11","","com.example.server.service.DBAuthenticationServiceTest","","com.example.server.service.DBAuthenticationServiceTest","testRegister","Signing up with same credentials twice",""
"passed","Sun Jan 16 02:28:48 GMT 2022","Sun Jan 16 02:28:50 GMT 2022","2442","","com.example.server.repo.PostgresPostRepoTest","","com.example.server.repo.PostgresPostRepoTest","testGettingSent","Getting sent",""
"passed","Sun Jan 16 02:29:31 GMT 2022","Sun Jan 16 02:29:31 GMT 2022","27","","com.example.server.service.DBAuthenticationServiceTest","","com.example.server.service.DBAuthenticationServiceTest","testLogin","Signing in with correct and incorrect credentials",""
"passed","Sun Jan 16 02:29:24 GMT 2022","Sun Jan 16 02:29:24 GMT 2022","36","","com.example.server.repo.PostgresAuthenticationRepoTest","","com.example.server.repo.PostgresAuthenticationRepoTest","testRegister","Signing up with same credentials twice",""
"passed","Sun Jan 16 02:28:51 GMT 2022","Sun Jan 16 02:28:51 GMT 2022","30","","com.example.server.repo.PostgresPostRepoTest","","com.example.server.repo.PostgresPostRepoTest","testSendingEmail","Sending single email",""
"passed","Sun Jan 16 02:28:51 GMT 2022","Sun Jan 16 02:28:51 GMT 2022","130","","com.example.server.repo.PostgresPostRepoTest","","com.example.server.repo.PostgresPostRepoTest","testGettingInbox","Getting inbox",""
"passed","Sun Jan 16 02:29:32 GMT 2022","Sun Jan 16 02:29:32 GMT 2022","99","","com.example.server.service.DBPostServiceTest","","com.example.server.service.DBPostServiceTest","testGettingSent","Getting sent",""
"passed","Sun Jan 16 02:29:15 GMT 2022","Sun Jan 16 02:29:17 GMT 2022","2181","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","testRegistrationWithSameLogin","Registration with existing login",""
"passed","Sun Jan 16 02:29:32 GMT 2022","Sun Jan 16 02:29:32 GMT 2022","154","","com.example.server.service.DBPostServiceTest","","com.example.server.service.DBPostServiceTest","testSendingEmail","Correctly filling id and time and sending email",""
"passed","Sun Jan 16 02:29:19 GMT 2022","Sun Jan 16 02:29:22 GMT 2022","2202","","com.example.server.repo.PostgresPostRepoIntegrationTest","","com.example.server.repo.PostgresPostRepoIntegrationTest","testGettingMailboxes","Getting mailboxes","Getting inbox and sent mailboxes for 2 user, that sent each other emails"
"passed","Sun Jan 16 02:29:24 GMT 2022","Sun Jan 16 02:29:24 GMT 2022","47","","com.example.server.repo.PostgresAuthenticationRepoTest","","com.example.server.repo.PostgresAuthenticationRepoTest","testLogin","Signing in with correct and incorrect credentials",""
"passed","Sun Jan 16 02:29:13 GMT 2022","Sun Jan 16 02:29:15 GMT 2022","2049","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","testLoginAfterRegistration","Login after registration",""
"passed","Sun Jan 16 02:29:31 GMT 2022","Sun Jan 16 02:29:31 GMT 2022","49","","com.example.server.controller.AuthenticationControllerTest","","com.example.server.controller.AuthenticationControllerTest","testRegister","Signing up with same credentials twice",""
"passed","Sun Jan 16 02:28:51 GMT 2022","Sun Jan 16 02:29:11 GMT 2022","20092","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","testLoginWithWrongPassword","Login with wrong password",""
"passed","Sun Jan 16 02:29:30 GMT 2022","Sun Jan 16 02:29:31 GMT 2022","690","","com.example.server.controller.AuthenticationControllerTest","","com.example.server.controller.AuthenticationControllerTest","testLogin","Signing in with correct and incorrect credentials",""
"passed","Sun Jan 16 02:29:32 GMT 2022","Sun Jan 16 02:29:32 GMT 2022","10","","com.example.server.service.DBPostServiceTest","","com.example.server.service.DBPostServiceTest","testGettingInbox","Getting inbox",""
"passed","Sun Jan 16 02:29:22 GMT 2022","Sun Jan 16 02:29:24 GMT 2022","2085","","com.example.server.repo.PostgresPostRepoIntegrationTest","","com.example.server.repo.PostgresPostRepoIntegrationTest","testSendingEmail","Sending single email","Sending single email and checking its presence in database"
"passed","Sun Jan 16 02:29:11 GMT 2022","Sun Jan 16 02:29:13 GMT 2022","2157","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","testRegistration","Registration new user",""
