"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 18 01:44:00 GMT 2022","Tue Jan 18 01:44:00 GMT 2022","0","","getEmailDate","","getEmailDate","return month with leading zeros","return month with leading zeros",""
"passed","Tue Jan 18 01:45:31 GMT 2022","Tue Jan 18 01:45:33 GMT 2022","1973","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","testRegistrationWithSameLogin","Registration with existing login",""
"passed","Tue Jan 18 01:44:00 GMT 2022","Tue Jan 18 01:44:00 GMT 2022","1","","LoginPage","","LoginPage","failed Sign up via button","failed Sign up via button",""
"passed","Tue Jan 18 01:52:19 GMT 2022","Tue Jan 18 01:52:20 GMT 2022","1670","","com.example.PostTest","","com.example.PostTest","emptyNewUser","New user has empty mailboxes",""
"passed","Tue Jan 18 01:49:42 GMT 2022","Tue Jan 18 01:49:42 GMT 2022","538","","e2e/authentication.spec.js","Registration","","","registered user uses wrong password",""
"passed","Tue Jan 18 01:44:01 GMT 2022","Tue Jan 18 01:44:01 GMT 2022","2","","EmailListItem","","EmailListItem","clicking on email","clicking on email",""
"passed","Tue Jan 18 01:44:00 GMT 2022","Tue Jan 18 01:44:00 GMT 2022","0","","getEmailTime","","getEmailTime","return hours with leading zeros","return hours with leading zeros",""
"passed","Tue Jan 18 01:44:00 GMT 2022","Tue Jan 18 01:44:00 GMT 2022","3","","App","","App","selecting email","selecting email",""
"passed","Tue Jan 18 01:45:44 GMT 2022","Tue Jan 18 01:45:45 GMT 2022","603","","com.example.server.controller.AuthenticationControllerTest","","com.example.server.controller.AuthenticationControllerTest","testLogin","Signing in with correct and incorrect credentials",""
"passed","Tue Jan 18 01:49:34 GMT 2022","Tue Jan 18 01:49:35 GMT 2022","1152","","e2e/app.spec.js","","","","Sending message for new user",""
"passed","Tue Jan 18 01:45:09 GMT 2022","Tue Jan 18 01:45:27 GMT 2022","17342","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","testLoginWithWrongPassword","Login with wrong password",""
"passed","Tue Jan 18 01:45:36 GMT 2022","Tue Jan 18 01:45:38 GMT 2022","1967","","com.example.server.repo.PostgresPostRepoIntegrationTest","","com.example.server.repo.PostgresPostRepoIntegrationTest","testSendingEmail","Sending single email","Sending single email and checking its presence in database"
"passed","Tue Jan 18 01:44:00 GMT 2022","Tue Jan 18 01:44:00 GMT 2022","2","","LoginPage","","LoginPage","correct authentication via sign in form","correct authentication via sign in form",""
"passed","Tue Jan 18 01:44:00 GMT 2022","Tue Jan 18 01:44:00 GMT 2022","0","","getEmailTime","","getEmailTime","return correct time from timestamp","return correct time from timestamp",""
"passed","Tue Jan 18 01:45:29 GMT 2022","Tue Jan 18 01:45:31 GMT 2022","1945","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","testLoginAfterRegistration","Login after registration",""
"passed","Tue Jan 18 01:51:48 GMT 2022","Tue Jan 18 01:51:57 GMT 2022","8488","","com.example.AuthenticationTest","","com.example.AuthenticationTest","unknownUserLogin","Unknown user login",""
"passed","Tue Jan 18 01:52:01 GMT 2022","Tue Jan 18 01:52:03 GMT 2022","1737","","com.example.AuthenticationTest","","com.example.AuthenticationTest","newUserLogin","Registered user can login",""
"passed","Tue Jan 18 01:45:07 GMT 2022","Tue Jan 18 01:45:09 GMT 2022","2176","","com.example.server.repo.PostgresPostRepoTest","","com.example.server.repo.PostgresPostRepoTest","testGettingSent","Getting sent",""
"passed","Tue Jan 18 01:44:00 GMT 2022","Tue Jan 18 01:44:00 GMT 2022","17","","App","","App","initial render","initial render",""
"passed","Tue Jan 18 01:44:00 GMT 2022","Tue Jan 18 01:44:00 GMT 2022","3","","LoginPage","","LoginPage","failed Sign in via button","failed Sign in via button",""
"passed","Tue Jan 18 01:44:00 GMT 2022","Tue Jan 18 01:44:00 GMT 2022","2","","LoginPage","","LoginPage","correct authentication via Sign up button","correct authentication via Sign up button",""
"passed","Tue Jan 18 01:44:00 GMT 2022","Tue Jan 18 01:44:00 GMT 2022","0","","getEmailDate","","getEmailDate","return date with leafing zeros","return date with leafing zeros",""
"passed","Tue Jan 18 01:44:00 GMT 2022","Tue Jan 18 01:44:00 GMT 2022","3","","App","","App","selecting sent mailbox","selecting sent mailbox",""
"passed","Tue Jan 18 01:45:46 GMT 2022","Tue Jan 18 01:45:46 GMT 2022","6","","com.example.server.service.DBPostServiceTest","","com.example.server.service.DBPostServiceTest","testGettingInbox","Getting inbox",""
"passed","Tue Jan 18 01:45:33 GMT 2022","Tue Jan 18 01:45:34 GMT 2022","1851","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","","com.example.server.repo.PostgresAuthenticationRepoIntegrationTest","testAbsentUser","Login with non-existing credentials",""
"passed","Tue Jan 18 01:44:01 GMT 2022","Tue Jan 18 01:44:01 GMT 2022","9","","EmailDetails","","EmailDetails","render email","render email",""
"passed","Tue Jan 18 01:52:03 GMT 2022","Tue Jan 18 01:52:05 GMT 2022","2691","","com.example.PostTest","","com.example.PostTest","newUserSendsEmail","New user sends email",""
"passed","Tue Jan 18 01:49:32 GMT 2022","Tue Jan 18 01:49:34 GMT 2022","1923","","e2e/app.spec.js","","","","Empty new user",""
"passed","Tue Jan 18 01:44:01 GMT 2022","Tue Jan 18 01:44:01 GMT 2022","1","","EmailListItem","","EmailListItem","render simple email","render simple email",""
"passed","Tue Jan 18 01:44:00 GMT 2022","Tue Jan 18 01:44:00 GMT 2022","0","","getEmailDate","","getEmailDate","return correct date from timestamp","return correct date from timestamp",""
"passed","Tue Jan 18 01:45:45 GMT 2022","Tue Jan 18 01:45:45 GMT 2022","30","","com.example.server.controller.AuthenticationControllerTest","","com.example.server.controller.AuthenticationControllerTest","testRegister","Signing up with same credentials twice",""
"passed","Tue Jan 18 01:49:35 GMT 2022","Tue Jan 18 01:49:40 GMT 2022","5529","","e2e/app.spec.js","","","","Login to non-empty mailbox",""
"passed","Tue Jan 18 01:44:01 GMT 2022","Tue Jan 18 01:44:01 GMT 2022","2","","MailboxList","","MailboxList","selecting mailbox","selecting mailbox",""
"passed","Tue Jan 18 01:52:00 GMT 2022","Tue Jan 18 01:52:01 GMT 2022","819","","com.example.AuthenticationTest","","com.example.AuthenticationTest","registerUnknownUser","New user could register",""
"passed","Tue Jan 18 01:45:09 GMT 2022","Tue Jan 18 01:45:09 GMT 2022","167","","com.example.server.repo.PostgresPostRepoTest","","com.example.server.repo.PostgresPostRepoTest","testGettingInbox","Getting inbox",""
"passed","Tue Jan 18 01:45:46 GMT 2022","Tue Jan 18 01:45:46 GMT 2022","143","","com.example.server.service.DBPostServiceTest","","com.example.server.service.DBPostServiceTest","testSendingEmail","Correctly filling id and time and sending email",""
"passed","Tue Jan 18 01:45:39 GMT 2022","Tue Jan 18 01:45:39 GMT 2022","22","","com.example.server.repo.PostgresAuthenticationRepoTest","","com.example.server.repo.PostgresAuthenticationRepoTest","testRegister","Signing up with same credentials twice",""
"passed","Tue Jan 18 01:44:00 GMT 2022","Tue Jan 18 01:44:00 GMT 2022","1","","EmailEditor","","EmailEditor","handling null controller response","handling null controller response",""
"passed","Tue Jan 18 01:44:00 GMT 2022","Tue Jan 18 01:44:00 GMT 2022","3","","LoginPage","","LoginPage","correct authentication via Sign in button","correct authentication via Sign in button",""
"passed","Tue Jan 18 01:51:57 GMT 2022","Tue Jan 18 01:51:59 GMT 2022","1634","","com.example.AuthenticationTest","","com.example.AuthenticationTest","wrongPasswordLogin","Registered user can't use wrong password",""
"passed","Tue Jan 18 01:44:00 GMT 2022","Tue Jan 18 01:44:00 GMT 2022","1","","LoginPage","","LoginPage","failed Sign in via form","failed Sign in via form",""
"passed","Tue Jan 18 01:49:41 GMT 2022","Tue Jan 18 01:49:42 GMT 2022","586","","e2e/authentication.spec.js","Registration","","","registered user can sign in",""
"passed","Tue Jan 18 01:44:01 GMT 2022","Tue Jan 18 01:44:01 GMT 2022","1","","EmailDetails","","EmailDetails","no email","no email",""
"passed","Tue Jan 18 01:44:00 GMT 2022","Tue Jan 18 01:44:00 GMT 2022","3","","EmailEditor","","EmailEditor","correctly sending email","correctly sending email",""
"passed","Tue Jan 18 01:44:00 GMT 2022","Tue Jan 18 01:44:00 GMT 2022","2","","LoginPage","","LoginPage","correct credentials display","correct credentials display",""
"passed","Tue Jan 18 01:44:00 GMT 2022","Tue Jan 18 01:44:00 GMT 2022","0","","getEmailTime","","getEmailTime","return minutes with leading zeros","return minutes with leading zeros",""
"passed","Tue Jan 18 01:45:45 GMT 2022","Tue Jan 18 01:45:45 GMT 2022","10","","com.example.server.service.DBAuthenticationServiceTest","","com.example.server.service.DBAuthenticationServiceTest","testRegister","Signing up with same credentials twice",""
"passed","Tue Jan 18 01:45:45 GMT 2022","Tue Jan 18 01:45:45 GMT 2022","36","","com.example.server.service.DBAuthenticationServiceTest","","com.example.server.service.DBAuthenticationServiceTest","testLogin","Signing in with correct and incorrect credentials",""
"passed","Tue Jan 18 01:44:01 GMT 2022","Tue Jan 18 01:44:01 GMT 2022","1","","Main window","","Main window","initial login page","initial login page",""
"passed","Tue Jan 18 01:44:01 GMT 2022","Tue Jan 18 01:44:01 GMT 2022","7","","EmailListItem","","EmailListItem","rendering selected email","rendering selected email",""
"passed","Tue Jan 18 01:44:00 GMT 2022","Tue Jan 18 01:44:00 GMT 2022","0","","toInternalEmail","","toInternalEmail","return sent email","return sent email",""
